"surname","pred.whi","pred.bla","pred.his","pred.asi","pred.oth"
"WONG",0.0231146397156729,0.00565005525951483,0.033254473168468,0.854502544732725,0.0834782871236188
"SMITH",0.663005989881288,0.232872913768369,0.0280907769567192,0.00695301806441268,0.0690773013292104
"HEITBRINK",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"GORDON",0.598021844325323,0.292368693193668,0.0354112310783087,0.008579147367449,0.0656190840352518
"KOLKER",0.908903774896181,0.00437890013013264,0.0288223074093854,0.0221590685918313,0.0357359489724693
"SHEEHAN",0.923139425418742,0.00205816530464805,0.0267933407376726,0.0113620128268832,0.0366470557120544
"MORILLO",0.0678916817573963,0.00492650027942224,0.83861065000829,0.0567727613586523,0.0317984065962394
"RAYMOND",0.742005490705129,0.137617627509531,0.0385259290883093,0.0146231773247407,0.0672277753722903
"WORTMAN",0.905832249898128,0.012930034593178,0.0226599695170442,0.00657444591406169,0.0520033000775885
"CARR",0.693193148548702,0.211270971925676,0.028399609735503,0.0068569245492939,0.0602793452408243
"ZHOU",0.00657255481421573,0.00129896193141932,0.000538858119290508,0.982365593580673,0.00922403155440138
"SHORT",0.796304950772052,0.104444791099072,0.0258095650777853,0.00830338256256758,0.0651373104885225
"GEORGE",0.593950968947657,0.17774688615522,0.0353376655366231,0.101258977580354,0.0917055017801457
"GAIN",0.799068675247925,0.0731227930158391,0.0355342040113953,0.0391313943734179,0.0531429333514225
"COURTENAY III",0.753300581122138,0.130071024220079,0.0811373533222971,0.00332431241304706,0.0321667289224393
"GITOMER",0.947302432140793,0,0.0526975678592072,0,0
"NECKEL",0.966403325440151,0.0155428985245107,0.0180537760353384,0,0
"CHIN",0.039366108522507,0.0484650707983186,0.0255634758279193,0.755263454102746,0.131341890748509
"EL HADY",0.878706808030935,0,0,0,0.121293191969065
"BAREFORD",0.984895386555,0,0.00517961623700857,0,0.00992499720799101
"COBY",0.377322880476579,0.408377846961445,0.0673203077569751,0.015997609094527,0.130981355710474
"CARRILLO",0.0411471922680723,0.00206802788332737,0.937152468238005,0.0081041146524465,0.0115281969581484
"LU",0.0118778628740028,0.00260049561617525,0.00578160316747272,0.956407353954796,0.0233326843875528
"LORENGO",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"CINTINS",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"TRINH",0.00798850643110734,0.000421054849979232,0.00722742917753554,0.953333045135489,0.031029964405889
"WOITACH",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"CHEN",0.00937660110065161,0.00216210527786262,0.00435537016676236,0.957449242976743,0.0266566804779798
"NGUYEN",0.00634226239293535,0.000863121397502094,0.00526484251558229,0.957747868491167,0.029781905202813
"VOLLANO",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"REAMER",0.872577588232658,0.0363367594039719,0.0182374980185649,0.00495297564535285,0.0678951786994523
"NICOLAS",0.145488914433072,0.224089403699392,0.359485439404107,0.213031195825524,0.057905046637905
"MITRA",0.0601382385121934,0.000374587256609701,0.0400291957886109,0.830258959140481,0.0691990193021053
"AULAKH",0.0252087607803467,0,0.00137185464645721,0.933988895190876,0.0394304893823201
"FRONDA",0.0998717943029682,0,0.0307389277456608,0.728027250453279,0.141362027498092
"RAO",0.119142976240999,0.00200400727158161,0.0095362440975302,0.817950900544865,0.0513658718450242
"KILIMAN",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"PRICE",0.695442481316586,0.207895891911363,0.0263707103427674,0.00713003735401457,0.0631608790752686
"STUCKER",0.90627360491339,0.0211895880161921,0.0246126599695771,0.00820885663565741,0.0397152904651836
"EINSMANN",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"GUPTA",0.0210529505758909,0.00185890101933315,0.00400993762140435,0.935672943677164,0.0374052671062072
"PRIEBE",0.937779304355811,0.00177337749336859,0.0305545567282694,0.00489492699664505,0.0249978344259058
"KOEHLER",0.928519707742525,0.00237750574240195,0.0247914559453064,0.00835222051058065,0.0359591100591858
"JARVIS",0.807001884618101,0.0951897891957704,0.0329614225962636,0.00788076675178389,0.056966136838081
"SODERQUIST",0.930501354718114,0.000800868255291146,0.0195351348355514,0.00994760701659945,0.0392150351744441
"WHITE",0.607435437041653,0.281467135083774,0.0276207602973182,0.00675613346078976,0.0767205341164646
"TOOMER",0.255178418770582,0.648542763473135,0.0223093268378612,0.00485967127386959,0.0691098196445521
"JONES",0.507104074809975,0.380995620423217,0.0263362308325538,0.00601241011614978,0.0795516638181041
"FOLEY",0.887956772725273,0.0343926780714919,0.025352023557338,0.0104557584588739,0.041842767187023
"SELLS",0.728998472432647,0.0979395557945647,0.031395989690532,0.00624331518611533,0.135422666896141
"HARDEE",0.849204902274027,0.0789691425892908,0.0218761260103655,0.00729616312843216,0.0426536659978843
"NOGUEROLA",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"WALICKA",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"PHAM",0.00600563321902183,0.00143432404765731,0.00601953200767348,0.957067897524571,0.0294726132010768
"ZITOMER",0.903966505680412,0.016651174478228,0.0193410884257662,0.0229805226986674,0.0370607087169263
"SPEER",0.876262954498959,0.0182965295039728,0.0435213383514604,0.0083365537762948,0.0535826238693126
"PARK",0.168480536931581,0.00613869419654347,0.00902728494973248,0.78347799674259,0.0328754871795531
"WILKINS III",0.585384676508809,0.305542387786514,0.0308790613354733,0.00593058463206482,0.0722632897371389
"HRUSKOCI",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"FUBARA",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"HANDY",0.509746446045503,0.360244527261689,0.0473198291902515,0.0100601569002041,0.0726290406023527
"SIEW",0.0402033904538332,0.0820842771792118,0.0185392241943129,0.767825152784995,0.0913479553876472
"MCCORMICK",0.837127711706313,0.0783858101571439,0.0297463277259348,0.0081080034010579,0.0466321470095508
"NAVARRO",0.0531666274328344,0.00326663824218645,0.880699046311403,0.0479620112403026,0.0149056767732742
"CHANG",0.015775131250327,0.00623556539419263,0.0309145253955619,0.879845586612797,0.0672291913471213
"PRATT",0.733490269385314,0.158906184716497,0.0309217450159501,0.00865811469768165,0.0680236861845568
"HUTSON",0.806107177297183,0.106406787313093,0.0254728901132075,0.00814857948633748,0.0538645657901797
"SHIBUYA",0.0442041953004332,0,0.0167661746838666,0.743056453857143,0.195973176158557
"LUKTON",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"JOHNSON",0.543815322166405,0.344128606638223,0.0272403939835222,0.0074057645747641,0.0774099126370855
"FLYNN",0.883237251546839,0.0317851008770056,0.0271681342783628,0.00942262854762735,0.0483868847501649
"DIAMOND",0.808537462773682,0.0889207102077917,0.0365055733461635,0.0122524173879631,0.0537838362843993
"MARKOFF",0.923564613939965,0,0.0352076263475862,0,0.0412277597124492
"CONLEY",0.756501353643308,0.15724496909659,0.0219473688507985,0.00590142338525142,0.0584048850240526
"FIORILLA",0.978218073389476,0,0.009954398177778,0.0118275284327458,0
"LEVY",0.751419190180611,0.132657724471646,0.0607032346334916,0.0119830506682093,0.0432368000460416
"SINES",0.913672071781869,0.0173680653378135,0.0249020213126203,0.0138576065133846,0.0302002350543122
"CANELLA",0.790950743250391,0.00757609330470631,0.131999599235272,0.0104558741116832,0.0590176900979475
"MCCLENDON",0.342529017378263,0.547685556603757,0.0262154430800227,0.00458275786565656,0.0789872250723016
"PIANALTO",0.984390854749599,0.0033890004882656,0,0.00467720776983115,0.00754293699230386
"COOLEY",0.733447837303202,0.171353345863702,0.0228644838429828,0.00641206792774406,0.0659222650623687
"FLETCHER III",0.68217988255109,0.211059726593531,0.0304610061685172,0.00806335296000883,0.0682360317268531
"CELSA",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"BRUSCA",0.911981615915493,0.00368063897796899,0.0342018223539967,0.00507970219694781,0.0450562205555932
"GRIFFIN",0.596074574027348,0.310327098892667,0.0258515209295929,0.0061095754253913,0.0616372307250009
"SIEFKE",0.967307489208101,0,0.00796535983516297,0.00946421051729228,0.0152629404394435
"KRISHNAN",0.0154381779277534,0.00170139157470997,0.00197624287321869,0.941333096373512,0.0395510912508055
"BOYKIN",0.402447689231472,0.498927855806738,0.0248901189791196,0.00474444714652583,0.0689898888361442
"TRUONG",0.00546690810142309,0.000790487715013392,0.00476582802839746,0.962879046392454,0.026097729762712
"REVAK",0.924824125952219,0,0.0312357515776231,0.00873256892681,0.0352075535433485
"TURNER",0.598903151548209,0.302643490458689,0.0260167512568653,0.0058214154918621,0.0666151912443747
"DODSON",0.76248092921076,0.124263318829541,0.0257834607444876,0.00708391793660809,0.0803883732786033
"EWOLDT",0.933961911669343,0,0.0215559832912666,0,0.0444821050393902
"PARSONS",0.871704808464397,0.0371215217546131,0.0271736159517642,0.00852103667194829,0.0554790171572778
"HECKENBERG JR",0.955013812777089,0,0.0449861872229111,0,0
"MAYES",0.554235691213688,0.321825792429154,0.0466868424399549,0.00489458451842679,0.0723570893987768
"BENNETT",0.720571674676558,0.177789598245303,0.0294464615730605,0.00741695185358297,0.0647753136514953
"MULCAHY",0.934728231539652,0.0014341364619348,0.0268381149888178,0.00791708850557582,0.0290824285040201
"KATCHEVES",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"MCHENRY",0.719210781050304,0.171079184706063,0.0277418630583234,0.00704624184675945,0.0749219293385503
"ACQUAH",0.00717861751306605,0.908922970915855,0.038186880462045,0.00266897344302703,0.0430425576660066
"LE",0.00996344620147981,0.00165624776645338,0.00627688960279268,0.950834668376113,0.0312687480531607
"WILLIAMSON",0.729094949649634,0.177247091730484,0.026838320853074,0.00701571835498973,0.0598039194118179
"STRICKLAND",0.706378405293302,0.17134592534615,0.0228480276336883,0.00632421798357525,0.0931034237432841
"WEBMAN",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"CRIARES",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"SNIDER",0.884965415637239,0.0302486034513103,0.0219547790143754,0.00838479676272192,0.0544464051343533
"BAWA",0.0398066690546919,0.0877392807154628,0.0147207843816039,0.770941125152899,0.0867921406953425
"PHAN",0.00854542852742433,0.00135081300089311,0.00541425874194677,0.952041234512878,0.0326482652168575
"CHOI",0.0105271968458604,0.00223461378440673,0.00452990842710583,0.958600550525656,0.0241077304169713
"BHAT",0.0120635913694016,0.00133327704155204,0.00425881851599436,0.956378776454018,0.0259655366190336
"LAZAR WESLEY",0.898792190423458,0.0100338122885482,0.0237045243548879,0.0239402765659234,0.0435291963671822
"ALEJANDRO",0.0379608505124224,0.00458144371576267,0.828515125561942,0.1117048427293,0.0172377374805725
"TUCKER",0.65472418168925,0.243567512061181,0.0275008311125331,0.00625439681234802,0.0679530783246885
"KASTLER",0.909170210986674,0.00463215650700985,0.0591850404266256,0.00639290507058861,0.0206196870091022
"BUTTNER",0.901809456264291,0.0111271296146595,0.0603150881472618,0.0102378065489231,0.0165105194248642
"FORTUNA",0.642663903048716,0.0222419183709151,0.275892166794736,0.0390336783804452,0.0201683334051886
"OWENS",0.612918879741756,0.284947337515801,0.0252809159682624,0.00497730180016361,0.0718755649740169
"TORRES VELAZQUEZ",0.0429379810016691,0.00492874774560812,0.925833100026183,0.0170669299415346,0.0092332412850047
"JENKINS",0.536135136387195,0.367878465766564,0.0240445526530564,0.00538149508990444,0.0665603501032802
"KUHNS",0.924396127144163,0.0016249725962748,0.0180168430056317,0.0122326243054558,0.0437294329484743
"BAKER",0.753062791666797,0.146784345344866,0.0269190382118503,0.00785400496222457,0.0653798198142625
"YEUNG",0.0117071134681626,0.000927596962658698,0.00474076069333927,0.953101276167635,0.0295232527082046
"BERTOGLIO",0.812906853018976,0,0.104356764729797,0.00774960587739519,0.0749867763738318
"KHARE",0.0795196487272605,0.00225496214154208,0.0026192399961544,0.872945542266765,0.042660606868278
"VANOY",0.775267386343678,0.172605468753794,0.0521271449025278,0,0
"LEE",0.282272896997169,0.13816679759382,0.0185743404222296,0.493006701815278,0.0679792631715042
"ZARA",0.573801736688255,0.00257631531537136,0.0972564504535817,0.286226557125379,0.0401389404174128
"SLOBODYANSKY",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"PARKIN",0.855931335372666,0.0371288603001103,0.0407474299921437,0.0166094979425583,0.0495828763925222
"LEADER",0.801099543365143,0.0618295209099264,0.0350498211270656,0.0151065867982535,0.0869145277996118
"LEWIS",0.534712909209338,0.344746096928356,0.0296515952497698,0.00764510463817999,0.0832442939743561
"SHIPSIDES",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"AYLWARD",0.931965337453434,0.00151701602727935,0.0187955453690651,0.0139577026212048,0.0337643985290169
"GRASER",0.956224006464459,0.0031067493436578,0.0156373930271859,0.00428766895118113,0.0207441822135161
"HALPERN",0.929127398482318,0.00458801354646141,0.0281262498683443,0.00809086683823389,0.0300674712646426
"RUSSEL",0.646260127925367,0.188430816430555,0.051579295340444,0.0175100083195091,0.096219751984125
"LOPEZ",0.0389398769189451,0.0049206430073415,0.931879779124502,0.012154125316963,0.0121055756322487
"DUNN",0.758455191914245,0.146862369790674,0.0266723322074586,0.0105571252434019,0.0574529808442197
"SEAL",0.865445813483612,0.0229819832043864,0.0245232759133432,0.029289607836411,0.0577593195622471
"PRATS",0.263677250296846,0,0.699494288750992,0.0312320259418689,0.00559643501029392
"KARLS",0.943756705876284,0.00424091209328715,0.0137928286407885,0.00234117723648307,0.0358683761531575
"VO",0.00936408909926026,0.0011344381744032,0.00510898101977816,0.95617526954182,0.0282172221647386
"COOK",0.772856574426145,0.127769918499822,0.0256613316180522,0.00800561248843515,0.0657065629675463
"DENTZ",0.863124195894252,0.00418956290388895,0.0243318291737848,0.00578207534466726,0.102572336683406
"GOLDBERG",0.930525721083271,0.00472676226451968,0.0305477957001028,0.0101530726852818,0.0240466482668249
"MCKELVEY",0.814635363467565,0.115368912687793,0.0203143131607712,0.00486794222967951,0.0448134684541921
"WANG",0.0174211208789611,0.00209830851032286,0.00294313026945871,0.953026080409487,0.0245113599317698
"AHMED",0.115658320646837,0.174903940062501,0.0132714882706763,0.619838593053799,0.0763276579661869
"WITHERSPOON",0.29113319790737,0.606374102562611,0.0230010182402674,0.00388954132217754,0.0756021399675736
"MANOHARAN",0.0118365838719154,0.00364423801396486,0.0126988393097663,0.955598294682806,0.0162220441215477
"KAM",0.093200193825854,0.00881640960145283,0.0282731167834815,0.703343204141792,0.16636707564742
"CAMPBELL",0.692076798246583,0.207246562580394,0.0292814625790653,0.007403346878611,0.0639918297153467
"KLIMACH",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"LIPMAN",0.921733471397972,0.0033316192347533,0.0212840411152561,0.0137940452574693,0.0398568229945494
"PULLIAM",0.617216397928711,0.277117123756555,0.0207118401783612,0.00653867907688647,0.0784159590594872
"DERRINGTON",0.893782348183121,0.0634028505003143,0.0210415039590427,0.00833363577582158,0.0134396615817006
"MCKENZIE",0.601035052958639,0.286859548518673,0.035249472162681,0.00953665838334492,0.0673192679766614
"KILLOS",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"THERKORN",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"BARRY",0.810363512622952,0.10894591172008,0.0298964564951166,0.0108346950943283,0.0399594240675229
"WATKINS III",0.57586401060587,0.322820791576621,0.0242854652847698,0.00579061323977661,0.0712391192929627
"ALEXANDER",0.535134555580095,0.337326085848733,0.0364862575103543,0.0169571098644824,0.0740959911963346
"BONZO",0.850299223120921,0,0.0388019034903739,0.0790342305118495,0.0318646428768558
"HIGEL",0.930276479196282,0,0,0,0.0697235208037179
"LONEY",0.722900902123929,0.171830040741962,0.0289777501878332,0.0170218330284538,0.0592694739178222
"HOPKINS",0.688680504013327,0.20841880485497,0.0250681937884784,0.00667328875232327,0.071159208590901
"WHITEMAN",0.733917085595525,0.0404293333216999,0.0298184705754051,0.0092424640651435,0.186592646442227
"UNGAR",0.947629657235768,0.00132016047071572,0.0276016642433597,0.00728788896010525,0.0161606290900516
"HARLAN",0.778661317315955,0.0855596255469469,0.0309026734299058,0.0128084874778223,0.0920678962293697
"SAX",0.863046594619067,0.00549212210608808,0.0404025307507901,0.0353721938439379,0.055686558680117
"REDDING",0.658653718509339,0.248502620375135,0.0300300425011792,0.00541425518243712,0.0573993634319097
"GROUP",0.964508988606171,0.00255364350599011,0.0237293747281635,0.00352431971873465,0.00568367344094043
"SWITZER",0.87334939346677,0.0377036372386245,0.0315752730918269,0.00950768918548278,0.0478640070172962
"PRINCE JR",0.616340058464945,0.264470160028859,0.0364692826780262,0.00977231869130071,0.0729481801368689
"DUFFY",0.870700542781904,0.0439466220411358,0.0270079634399589,0.00955718369380655,0.0487876880431945
"MARTIN",0.697274852947282,0.158308664231386,0.0648711334232992,0.0124757260953058,0.0670696233027274
"LAMM",0.902960810463172,0.0100240247199145,0.0280229918606758,0.0117239822631924,0.0472681906930449
"HARTLEY",0.85455478251493,0.0675167438938322,0.0241629889759875,0.00842519439307512,0.0453402902221754
"BUNNER",0.900624894093997,0.0114250304281409,0.0140079473315055,0.00613194048934666,0.0678101876570103
"EVANS",0.638648089531192,0.25881295017505,0.0279329670404624,0.00652613095479542,0.0680798622985005
"MAI",0.078555224966611,0.0040738021426442,0.00986228517169357,0.882407115501253,0.0251015722177981
"GREEN",0.52583449328938,0.368546990300445,0.0305670400610667,0.00605101356446325,0.0690004627846451
"BARTS",0.859505613407296,0.0464146710204571,0.0196046287116164,0.0087351201207359,0.0657399667398948
"WILDER",0.636150059810459,0.265243051977017,0.0253882381785938,0.00649926872527377,0.066719381308656
"MELLER",0.893645739843526,0.0160942443158711,0.0415426421810075,0.00493597676918455,0.0437813968904107
"YU",0.0097717358887576,0.000860141758609586,0.00578507282678024,0.957429502237215,0.0261535472886378
"STARKS",0.281592864557005,0.597838345781868,0.0260769007276073,0.00504233478865616,0.0894495541448634
"HEINZ",0.912324807284979,0.00916204912921358,0.0310517012034527,0.00779466223937553,0.0396667801429796
"FLOOD",0.745495286026852,0.14744829354694,0.0291314080389546,0.00861226365059682,0.0693127487366568
"PORTNER",0.941422253071692,0.00539030375571428,0.0175310250221996,0.00446354092221678,0.0311928772281775
"COLLINS",0.670542760967894,0.226322957583993,0.0289479445953937,0.00681990245343279,0.0673664343992861
"MADSEN",0.914773772468055,0.00455223869634403,0.0254641133155092,0.010415904997471,0.0447939705226212
"SPIEGLER",0.923125242115463,0.0138542997878885,0.0321847852384212,0,0.0308356728582276
"RILEY",0.682548216921628,0.214916943658808,0.0291069230509259,0.00710430471631716,0.0663236116523207
"YAEN",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"CHAUDHRY",0.0282326869766872,0.0028521468863416,0.012837475678729,0.90370622998474,0.0523714604735019
"PATTERSON",0.627787448835372,0.269508015377018,0.0283801250559641,0.0065197814870707,0.0678046292445757
"OLSEN",0.895453976031436,0.00348766553858933,0.0316830770382227,0.0109438467745272,0.058431434617225
"KEMMERER",0.942261721785073,0.00132611200589621,0.0266992052984277,0.00610062012789145,0.0236123407827113
"WHISENANT",0.852349173725703,0.0586771814886315,0.0230299443488386,0.00332799503991657,0.0626157053969107
"WEDDINGTON",0.577844432069925,0.344096787276224,0.0226806754019645,0.00419199254395074,0.0511861127079361
"NATARAJAN",0.0199758643803791,0.00107627681236341,0.00125014394784828,0.937773022165873,0.0399246926935361
"CORCORAN",0.907494338680232,0.00342086385564787,0.0347337596769044,0.00984936423468186,0.0445016735525342
"WEHBE",0.823898175534705,0.00186124507128836,0.0929625558109304,0.00256873079220035,0.0787092927908764
"VINCENT",0.743392917108914,0.141567627268863,0.0367685596019169,0.0196012645533194,0.0586696314669863
"PATEL",0.0140428800245367,0.00273565686326643,0.00367988776601868,0.942660151956167,0.0368814233900112
"BLACKWELL",0.610072000448963,0.28481874781638,0.0238278272551184,0.00535781915660419,0.0759236053229339
"ROBERTSON",0.68826239066531,0.208190331077026,0.0288629243597592,0.00724893662417946,0.0674354172737263
"LAMARRE",0.640743939304764,0.269143400997038,0.0344999000441017,0.00882899981998664,0.0467837598341098
"TU",0.0129758570657013,0.000781144574346283,0.0127934174797974,0.935548049051126,0.0379015318290291
"ELVE",0.652993871689757,0.347006128310243,0,0,0
"HOLLERAN",0.950898472347463,0.000506758914329067,0.0200131915921951,0.00489569629103503,0.0236858808549782
"KETTER",0.769394601852515,0.14939443437944,0.0291421669890548,0.00891878758010096,0.0431500091988894
"AVELLINO",0.905710680150245,0.0043248442672328,0.0519095126652529,0.00596877907809427,0.0320861838391754
"ALANKO",0.472364189687219,0.17080595372538,0.220006688798867,0.0825296367900648,0.0542935309984693
"BERCH",0.894215945242537,0.056173217166678,0.0225857490302411,0.00298174830260102,0.0240433402579424
"FAN",0.0189841890116247,0.00137525576256462,0.0051916197188615,0.949005017916687,0.0254439175902618
